======== Checking equivalence of automata =======
Automata directory:   tests/aut_timbuk_smaller/
Timeout:              300 s
reading files ...
-----------------------------------------------
      aut1;      aut2;double-incl;double-incl-d;  congr-up;      '<=';
     A0087;     A0088;  353.0000;  353.0000;   16.0000;         1;        ok;
     A0087;     A0089;    5.0000;  184.0000;    9.0000;         0;        ok;
     A0088;     A0053;    5.0000;    1.0000;    1.0000;         0;        ok;
     A0088;     A0054;    5.0000;    1.0000;    1.0000;         0;        ok;
     A0088;     A0055;    5.0000;    1.0000;    1.0000;         0;        ok;
     A0088;     A0056;    5.0000;    1.0000;    1.0000;         0;        ok;
     A0088;     A0057;    5.0000;    1.0000;    1.0000;         0;        ok;
     A0088;     A0058;    5.0000;    1.0000;    1.0000;         0;        ok;
     A0088;     A0059;    5.0000;    1.0000;    1.0000;         0;        ok;
     A0088;     A0060;    5.0000;    1.0000;    1.0000;         0;        ok;
     A0088;     A0062;    5.0000;    1.0000;    1.0000;         0;        ok;
     A0088;     A0063;    5.0000;    2.0000;    2.0000;         0;        ok;
     A0088;     A0064;    5.0000;    2.0000;    2.0000;         0;        ok;
     A0088;     A0065;    5.0000;    2.0000;    2.0000;         0;        ok;
     A0088;     A0070;    5.0000;    2.0000;    2.0000;         0;        ok;
     A0088;     A0080;    5.0000;    2.0000;    2.0000;         0;        ok;
     A0088;     A0082;  164.0000;    2.0000;    2.0000;         0;        ok;
     A0088;     A0083;  164.0000;    2.0000;    2.0000;         0;        ok;
     A0088;     A0086;    5.0000;    2.0000;    2.0000;         0;        ok;
