======== Checking equivalence of automata =======
Automata directory:   tests/aut_timbuk_smaller
Timeout:              300 s
reading files ...
-----------------------------------------------
      aut1;      aut2;double-incl;double-incl-d;  congr-up;      '<=';
     A0086;     A0083;    0.0000;    0.0000;    0.9211;         0;        ok;
     A0086;     A0086;    0.0000;    0.0000;    0.8686;         1;        ok;
     A0086;     A0087;    0.0000;    0.0000;    0.9310;         0;        ok;
     A0086;     A0088;    0.0000;    0.0000;    0.9310;         0;        ok;
     A0086;     A0089;    0.0000;    0.0000;    0.9286;         0;        ok;
     A0087;     A0053;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0087;     A0054;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0087;     A0055;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0087;     A0056;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0087;     A0057;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0087;     A0058;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0087;     A0059;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0087;     A0060;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0087;     A0062;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0087;     A0063;    0.0000;    0.0000;    0.8462;         0;        ok;
     A0087;     A0064;    0.0000;    0.0000;    0.8462;         0;        ok;
     A0087;     A0065;    0.0000;    0.0000;    0.8462;         0;        ok;
     A0087;     A0070;    0.0000;    0.0000;    0.8667;         0;        ok;
     A0087;     A0080;    0.0000;    0.0000;    0.9091;         0;        ok;
     A0087;     A0082;    0.0000;    0.0000;    0.9130;         0;        ok;
     A0087;     A0083;    0.0000;    0.0000;    0.9130;         0;        ok;
     A0087;     A0086;    0.0000;    0.0000;    0.9310;         0;        ok;
     A0087;     A0087;    0.0000;    0.0000;    0.8588;         1;        ok;
     A0087;     A0088;    0.0000;    0.0000;    0.8588;         1;        ok;
     A0087;     A0089;    0.0000;    0.0000;    0.8333;         0;        ok;
     A0088;     A0053;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0088;     A0054;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0088;     A0055;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0088;     A0056;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0088;     A0057;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0088;     A0058;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0088;     A0059;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0088;     A0060;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0088;     A0062;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0088;     A0063;    0.0000;    0.0000;    0.8462;         0;        ok;
     A0088;     A0064;    0.0000;    0.0000;    0.8462;         0;        ok;
     A0088;     A0065;    0.0000;    0.0000;    0.8462;         0;        ok;
     A0088;     A0070;    0.0000;    0.0000;    0.8667;         0;        ok;
     A0088;     A0080;    0.0000;    0.0000;    0.9091;         0;        ok;
     A0088;     A0082;    0.0000;    0.0000;    0.9130;         0;        ok;
     A0088;     A0083;    0.0000;    0.0000;    0.9130;         0;        ok;
     A0088;     A0086;    0.0000;    0.0000;    0.9310;         0;        ok;
     A0088;     A0087;    0.0000;    0.0000;    0.8596;         1;        ok;
     A0088;     A0088;    0.0000;    0.0000;    0.8596;         1;        ok;
     A0088;     A0089;    0.0000;    0.0000;    0.8333;         0;        ok;
