======== Checking equivalence of automata =======
Automata directory:   ./tests/fa_timbuk_armc/
Timeout:              5 s
reading files ...
-----------------------------------------------
      aut1;      aut2;double-incl;double-incl-d;  congr-up;      '<=';
armcNFA_inclTest_1072;armcNFA_inclTest_20;    0.3250;    0.1392;    0.1541;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_21;    0.1482;    0.1340;    0.1431;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_22;    0.3179;    0.1370;    0.1484;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_23;    0.1469;    0.1307;    0.1424;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_24;    0.3293;    0.1379;    0.1535;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_25;    0.1461;    0.1331;    0.1427;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_26;    0.3291;    0.1394;    0.1553;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_27;    0.3292;    0.1416;    0.1571;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_28;    0.3264;    0.1396;    0.1569;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_29;    0.3269;    0.1386;    0.1617;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_3;    0.1354;    0.1232;    0.1203;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_30;    0.3303;    0.1447;    0.1601;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_31;    0.3260;    0.1459;    0.1553;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_32;    0.3293;    0.1449;    0.1595;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_33;    0.3819;    0.1570;    0.1806;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_34;    0.3415;    0.1462;    0.1633;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_35;    0.3360;    0.1604;    0.1636;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_4;    0.1370;    0.1302;    0.1254;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_5;    0.1343;    0.1630;    0.1241;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_550;    0.2172;    0.2008;    0.1955;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_557;    0.2173;    0.2025;    0.1926;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_6;    0.1353;    0.1359;    0.1269;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_7;    0.1369;    0.1656;    0.1255;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_8;    0.1370;    0.1253;    0.1268;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_9;    0.1354;    0.1288;    0.1219;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_0;    0.1371;    0.1309;    0.1258;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_1;    0.1379;    0.1285;    0.1266;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_10;    0.1461;    0.1336;    0.1512;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_1072;    1.4695;    0.4221;         -;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_1073;    2.3517;    2.3937;         -;         1;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_11;    0.1421;    0.1301;    0.1375;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_12;    0.1444;    0.1307;    0.1501;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_13;    0.1412;    0.1274;    0.1354;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_14;    0.1634;    0.1336;    0.1826;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_15;    0.1468;    0.1322;    0.1485;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_16;    0.1651;    0.1382;    0.1838;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_17;    0.1458;    0.1332;    0.1513;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_18;    0.1636;    0.1384;    0.1829;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_19;    0.1452;    0.1315;    0.1505;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_2;    0.1419;    0.1307;    0.1587;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_20;    0.3268;    0.1391;    0.1836;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_21;    0.1648;    0.1341;    0.1814;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_22;    0.3295;    0.1403;    0.1816;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_23;    0.1651;    0.1350;    0.1855;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_24;    0.3404;    0.1442;    0.1895;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_25;    0.1634;    0.1376;    0.1830;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_26;    0.3306;    0.1426;    0.1892;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_27;    0.3352;    0.1435;    0.1902;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_28;    0.3313;    0.1451;    0.1909;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_29;    0.3393;    0.1440;    0.1880;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_3;    0.1369;    0.1307;    0.1247;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_30;    0.3344;    0.1455;    0.1959;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_31;    0.3353;    0.1458;    0.1946;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_32;    0.3352;    0.1480;    0.1987;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_33;    0.3328;    0.1469;    0.1957;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_34;    0.3332;    0.1456;    0.1968;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_35;    0.3366;    0.1473;    0.1942;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_4;    0.1365;    0.1269;    0.1244;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_5;    0.1344;    0.1664;    0.1227;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_550;    0.2101;    0.1949;    0.1844;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_557;    0.2096;    0.1936;    0.1833;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_6;    0.1392;    0.1359;    0.1252;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_7;    0.1362;    0.1677;    0.1249;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_8;    0.1397;    0.1272;    0.1377;         0;        ok;
armcNFA_inclTest_1073;armcNFA_inclTest_9;    0.1382;    0.1348;    0.1280;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_0;    0.0010;    0.0011;    0.0011;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_1;    0.0011;    0.0011;    0.0010;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_10;    0.0084;    0.0059;    0.0033;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_1072;    0.1247;    0.1382;    0.1269;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_1073;    0.1308;    0.1390;    0.1307;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_11;    0.0039;    0.0039;    0.0330;         1;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_12;    0.0052;    0.0030;    0.0030;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_13;    0.0068;    0.0037;    0.0355;         1;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_14;    0.0115;    0.0078;    0.0074;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_15;    0.0057;    0.0032;    0.0032;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_16;    0.0112;    0.0079;    0.0078;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_17;    0.0053;    0.0032;    0.0032;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_18;    0.0112;    0.0080;    0.0077;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_19;    0.0053;    0.0030;    0.0030;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_2;    0.0021;    0.0010;    0.0011;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_20;    0.0144;    0.0103;    0.0099;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_21;    0.0115;    0.0081;    0.0076;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_22;    0.0152;    0.0111;    0.0104;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_23;    0.0117;    0.0082;    0.0077;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_24;    0.0191;    0.0145;    0.0142;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_25;    0.0113;    0.0079;    0.0078;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_26;    0.0195;    0.0153;    0.0144;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_27;    0.0192;    0.0147;    0.0143;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_28;    0.0218;    0.0169;    0.0158;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_29;    0.0237;    0.0147;    0.0144;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_3;    0.0009;    0.0010;    0.0008;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_30;    0.0239;    0.0188;    0.0184;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_31;    0.0214;    0.0166;    0.0171;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_32;    0.0243;    0.0185;    0.0180;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_33;    0.0240;    0.0186;    0.0176;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_34;    0.0239;    0.0186;    0.0181;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_35;    0.0243;    0.0184;    0.0179;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_4;    0.0010;    0.0011;    0.0008;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_5;    0.0009;    0.0013;    0.0008;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_550;    0.0625;    0.0620;    0.0581;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_557;    0.0618;    0.0598;    0.0547;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_6;    0.0018;    0.0026;    0.0015;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_7;    0.0012;    0.0017;    0.0011;         0;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_8;    0.0054;    0.0055;    0.0438;         1;        ok;
armcNFA_inclTest_11;armcNFA_inclTest_9;    0.0015;    0.0023;    0.0013;         0;        ok;
armcNFA_inclTest_12;armcNFA_inclTest_0;    0.0028;    0.0027;    0.0025;         0;        ok;
armcNFA_inclTest_12;armcNFA_inclTest_1;    0.0046;    0.0042;    0.0023;         0;        ok;
armcNFA_inclTest_12;armcNFA_inclTest_10;    0.0120;    0.0064;    0.0743;         0;        ok;
armcNFA_inclTest_12;armcNFA_inclTest_1072;    0.1281;    0.1367;    0.1368;         0;        ok;
armcNFA_inclTest_12;armcNFA_inclTest_1073;    0.1335;    0.1368;    0.1343;         0;        ok;
armcNFA_inclTest_12;armcNFA_inclTest_11;    0.0031;    0.0053;    0.0032;         0;        ok;
armcNFA_inclTest_12;armcNFA_inclTest_12;    0.0140;    0.0142;    0.2597;         1;        ok;
armcNFA_inclTest_12;armcNFA_inclTest_13;    0.0042;    0.0073;    0.0040;         0;        ok;
armcNFA_inclTest_12;armcNFA_inclTest_14;    0.0184;    0.0102;    0.0104;         0;        ok;
armcNFA_inclTest_12;armcNFA_inclTest_15;    0.0167;    0.0168;    0.2751;         1;        ok;
armcNFA_inclTest_12;armcNFA_inclTest_16;    0.0202;    0.0116;    0.0122;         0;        ok;
armcNFA_inclTest_12;armcNFA_inclTest_17;    0.0147;    0.0147;    0.2751;         1;        ok;
armcNFA_inclTest_12;armcNFA_inclTest_18;    0.0269;    0.0155;    0.0164;         0;        ok;
armcNFA_inclTest_12;armcNFA_inclTest_19;    0.0185;    0.0187;    0.2713;         1;        ok;
armcNFA_inclTest_12;armcNFA_inclTest_2;    0.0078;    0.0053;    0.0062;         0;        ok;
armcNFA_inclTest_12;armcNFA_inclTest_20;    0.0324;    0.0198;    0.0203;         0;        ok;
armcNFA_inclTest_12;armcNFA_inclTest_21;    0.0230;    0.0132;    0.0136;         0;        ok;
armcNFA_inclTest_12;armcNFA_inclTest_22;    0.0213;    0.0130;    0.0131;         0;        ok;
